"customer_id","gender","seniorcitizen","partner","dependents","tenure_months","phoneservice","multiplelines","internetservice","onlinesecurity","onlinebackup","deviceprotection","techsupport","streamingtv","streamingmovies","contract","paperlessbilling","paymentmethod","monthly_charge","total_charge","churn_flag","txn_count","avg_txn_amount","total_revenue","first_txn_month","last_txn_month","months_recorded","avg_active_days","avg_sessions_per_day","avg_session_duration_min","avg_feature_usage_score","last_active_month","ticket_count","unresolved_ticket_count","unresolved_ticket_rate","avg_time_to_resolve_hours","last_ticket_month"
"9592-ERDKV","Male","0","Yes","No","37","Yes","Yes","DSL","Yes","No","Yes","No","Yes","Yes","One year","No","Mailed check","79.25","2911.8","0","3","100.12666666666667","300.38","23","30","12","18.083333333333332","2.59","12.233333333333334","0.6725","33","1","0","0.0","17.3","27"
"2860-RANUS","Female","1","No","No","20","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","85.8","1727.5","1","3","108.47000000000001","325.41","6","17","10","9.4","1.0350000000000001","16.65","0.518","20","3","0","0.0","40.63333333333333","19"
"5261-QSHQM","Female","0","No","No","4","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","24.45","86.6","1","0","0.0","0.0",,,"3","9.666666666666666","0.8666666666666667","16.499999999999996","0.7399999999999999","4","5","1","0.2","32.86","4"
"4778-IZARL","Male","0","Yes","No","63","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","110.1","6705.7","0","4","128.0075","512.03","2","51","8","20.875","2.4262499999999996","15.212499999999999","0.6174999999999999","62","2","1","0.5","21.7","11"
"0432-CAJZV","Male","0","No","No","3","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check","90.7","237.65","0","3","93.80666666666667","281.42","1","2","3","18.0","2.7533333333333334","14.866666666666667","0.6533333333333333","3","2","1","0.5","25.0","3"
"7008-LZVOZ","Male","0","Yes","Yes","66","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","25.3","1672.35","0","2","24.97","49.94","40","44","9","16.0","2.847777777777778","14.322222222222223","0.5855555555555555","63","1","0","0.0","43.9","8"
"8868-WOZGU","Male","0","No","No","28","Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","105.7","2979.5","1","5","112.35","561.75","7","21","5","10.4","1.4840000000000002","14.680000000000001","0.8140000000000001","21","3","2","0.6666666666666666","34.76666666666667","19"
"1200-TUZHR","Female","1","No","No","8","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check","85.2","695.75","0","9","92.24000000000001","830.1600000000001","1","7","8","20.125","2.4725","15.7875","0.61375","8","2","0","0.0","55.4","8"
"9365-CSLBQ","Male","0","No","Yes","71","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","24.35","1654.6","0","2","25.095","50.19","42","51","4","17.0","2.845","13.325","0.635","71","1","0","0.0","46.0","21"
"1334-FJSVR","Male","0","No","No","1","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","24.25","24.25","1","1","33.25","33.25","1","1","1","6.0","1.65","15.5","0.51","1","2","0","0.0","24.05","1"
"5884-FBCTL","Female","0","Yes","Yes","72","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","25.1","1857.85","0","4","27.925","111.7","28","49","8","20.0","2.27125","13.225","0.605","43","2","1","0.5","31.450000000000003","13"
"7130-CTCUS","Male","1","Yes","No","16","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","54.55","825.1","0","4","63.9425","255.77","5","9","7","19.0","2.6371428571428575","14.385714285714288","0.6071428571428571","16","2","0","0.0","62.95","7"
"6242-FEGFD","Male","0","Yes","No","66","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No","Two year","No","Mailed check","96.6","6424.25","0","4","91.19749999999999","364.78999999999996","40","57","7","19.428571428571427","2.1728571428571426","18.45714285714286","0.5757142857142858","62","3","1","0.3333333333333333","32.73333333333333","56"
"7625-XCQRH","Female","0","No","No","11","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","76.5","837.95","1","1","65.71","65.71","10","10","6","6.166666666666667","1.075","11.700000000000001","0.5766666666666667","10","4","2","0.5","47.62499999999999","8"
"6194-HBGQN","Male","0","No","No","51","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)","81.15","4126.2","0","4","94.01499999999999","376.05999999999995","3","51","9","17.666666666666668","2.71","13.033333333333335","0.381111111111111","49","1","0","0.0","67.4","31"
"7634-WSWDB","Female","0","No","Yes","8","No","No phone service","DSL","Yes","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","38.5","330.8","0","7","43.36714285714286","303.57","3","8","5","16.0","2.96","13.16","0.618","6","1","0","0.0","61.0","4"
"6986-IXNDM","Male","0","No","No","14","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","92.9","1337.45","0","5","97.71","488.54999999999995","1","11","7","18.285714285714285","2.9","14.571428571428571","0.63","13","1","1","1.0","44.5","11"
"1731-TVIUK","Female","0","No","No","4","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","93.5","362.2","1","3","109.55333333333334","328.66","1","3","3","8.666666666666666","1.53","13.833333333333334","0.66","3","5","1","0.2","23.68","4"
"2987-BJXIK","Female","0","No","No","70","Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Mailed check","84.7","5991.05","0","3","84.78333333333332","254.34999999999997","3","65","10","18.1","2.782","15.219999999999999","0.6489999999999999","67","2","0","0.0","45.6","68"
"9769-TSBZE","Female","0","No","Yes","70","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Electronic check","66.0","4891.5","0","3","72.47666666666667","217.43","27","63","3","18.666666666666668","3.49","20.133333333333336","0.3666666666666667","64","1","0","0.0","38.3","65"
"0406-BPDVR","Female","1","Yes","No","54","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)","101.5","5373.1","1","0","0.0","0.0",,,"11","9.0","1.2654545454545454","19.654545454545453","0.6372727272727273","54","7","4","0.5714285714285714","35.114285714285714","43"
"0618-XWMSS","Male","0","No","Yes","28","Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","74.9","2068.55","1","4","77.24","308.96","10","19","3","9.333333333333334","1.0366666666666668","21.96666666666667","0.6566666666666667","28","6","3","0.5","40.083333333333336","27"
"1395-WSWXR","Male","0","No","No","24","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","20.75","487.05","0","2","21.990000000000002","43.980000000000004","14","23","5","16.8","2.806","17.639999999999997","0.6460000000000001","22","2","0","0.0","38.4","17"
"6023-GSSXW","Female","0","Yes","No","69","Yes","No","DSL","No","Yes","No","No","No","Yes","Two year","Yes","Credit card (automatic)","61.45","4131.2","0","5","67.444","337.22","10","55","10","17.1","2.5199999999999996","11.139999999999999","0.5429999999999999","67","1","0","0.0","46.4","1"
"6752-APNJL","Male","0","Yes","Yes","42","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check","54.5","2301.15","0","5","56.79600000000001","283.98","10","35","5","16.8","3.104","11.260000000000002","0.7220000000000001","41","2","0","0.0","48.95","12"
"5276-KQWHG","Female","1","No","No","2","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","69.6","131.65","1","3","72.39999999999999","217.2","1","2","1","5.0","1.43","15.2","0.53","1","2","1","0.5","19.25","2"
"0420-HLGXF","Female","1","No","No","39","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","99.75","4036.0","0","5","102.27799999999999","511.39","2","36","12","17.25","2.6233333333333335","17.733333333333334","0.6583333333333333","34","1","0","0.0","21.4","28"
"7446-KQISO","Male","0","Yes","Yes","45","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","109.75","4900.65","0","4","122.11500000000001","488.46000000000004","5","45","12","17.083333333333332","2.605833333333333","16.575","0.59","41","1","0","0.0","63.1","33"
"9823-EALYC","Male","0","Yes","Yes","72","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)","80.85","5727.45","0","7","86.68142857142857","606.77","11","62","10","18.0","2.9059999999999997","18.97","0.633","46","1","0","0.0","20.0","1"
"0582-AVCLN","Female","0","No","No","38","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","20.3","743.05","0","12","23.374166666666667","280.49","2","37","12","18.166666666666668","2.7241666666666666","16.066666666666666","0.5766666666666668","37","1","1","1.0","5.3","14"
"5803-NQJZO","Male","0","Yes","No","72","Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","Yes","Bank transfer (automatic)","67.8","4804.65","0","2","68.71","137.42","14","20","12","19.916666666666668","2.8866666666666667","15.791666666666666","0.6575","64","1","0","0.0","6.5","4"
"2565-JSLRY","Male","0","No","No","1","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","24.05","24.05","1","2","27.310000000000002","54.620000000000005","1","1","1","4.0","1.17","11.2","0.65","1","3","1","0.3333333333333333","27.7","1"
"2607-DHDAK","Male","0","Yes","Yes","72","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","19.8","1414.65","0","4","20.557499999999997","82.22999999999999","52","72","10","20.9","2.6750000000000003","18.92","0.518","71","2","0","0.0","46.650000000000006","62"
"1073-XXCZD","Male","0","Yes","No","55","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","25.7","1443.65","0","1","23.04","23.04","2","2","7","18.571428571428573","2.927142857142857","16.21428571428571","0.5499999999999999","52","1","0","0.0","29.6","37"
"0743-HRVFF","Female","0","Yes","Yes","51","No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","56.15","2898.95","0","6","60.28166666666667","361.69000000000005","2","50","8","19.375","2.54","13.525","0.55375","49","1","0","0.0","48.3","46"
"4006-HKYHO","Male","0","No","No","63","Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","86.7","5309.5","0","5","81.216","406.08","1","52","4","21.75","2.9349999999999996","11.325","0.645","47","2","0","0.0","34.75","48"
"3727-JEZTU","Female","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","20.4","20.4","0","6","22.191666666666663","133.14999999999998","1","1","1","13.0","3.53","10.2","0.83","1","1","1","1.0","32.7","1"
"8143-ETQTI","Female","0","Yes","Yes","23","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","19.65","451.55","0","7","22.861428571428572","160.03","2","22","5","16.0","2.8939999999999997","15.8","0.576","23","1","0","0.0","14.9","12"
"6689-KXGBO","Female","0","No","No","1","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","50.55","50.55","1","3","59.416666666666664","178.25","1","1","1","7.0","0.61","10.5","0.44","1","0","0","0.0","0.0",
"9667-TKTVZ","Female","0","No","No","2","Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","54.35","117.05","0","3","54.79","164.37","2","2","2","16.0","2.57","14.350000000000001","0.595","2","0","0","0.0","0.0",
"3657-COGMW","Female","1","No","No","52","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","108.1","5839.3","0","3","128.78","386.34","23","51","3","19.666666666666668","2.143333333333333","13.133333333333333","0.5833333333333334","49","4","1","0.25","28.625","52"
"8570-KLJYJ","Female","0","No","No","36","Yes","Yes","DSL","Yes","No","No","No","No","No","One year","No","Mailed check","54.45","1893.5","0","7","62.84714285714286","439.93000000000006","2","35","5","17.4","2.78","14.8","0.584","21","2","1","0.5","58.05","19"
"7754-IXRMC","Female","0","No","No","1","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","45.35","45.35","0","4","52.7675","211.07","1","1","1","15.0","2.83","11.4","0.59","1","2","0","0.0","51.0","1"
"9473-CBZOP","Female","0","No","No","28","Yes","Yes","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check","59.0","1654.45","0","4","57.685","230.74","3","22","11","15.545454545454545","2.993636363636364","15.227272727272727","0.620909090909091","27","2","0","0.0","24.45","23"
"2969-WGHQO","Female","0","Yes","Yes","7","Yes","No","DSL","Yes","Yes","Yes","No","Yes","No","One year","No","Electronic check","69.45","477.05","0","3","73.80666666666667","221.42000000000002","1","7","3","20.333333333333332","3.266666666666666","12.733333333333334","0.5399999999999999","3","2","0","0.0","47.599999999999994","7"
"6615-NGGZJ","Male","0","No","No","14","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","100.55","1415.55","1","2","120.02000000000001","240.04000000000002","5","6","9","7.666666666666667","1.26","15.077777777777776","0.6011111111111112","14","3","3","1.0","32.46666666666667","14"
"4334-HOWRP","Male","1","Yes","No","72","No","No phone service","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","64.95","4546.0","0","4","74.1375","296.55","6","70","6","19.0","2.8366666666666664","14.85","0.5566666666666668","62","4","0","0.0","29.275","65"
"4255-DDUOU","Female","0","Yes","Yes","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","20.5","20.5","1","0","0.0","0.0",,,"1","12.0","1.6","20.8","0.42","1","2","0","0.0","28.2","1"
"5863-OOKCL","Female","0","No","No","10","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","18.85","163.2","0","9","20.704444444444448","186.34000000000003","2","9","9","19.0","3.1944444444444446","16.944444444444443","0.6033333333333333","10","2","0","0.0","37.550000000000004","8"
"1686-STUHN","Male","0","No","No","42","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","19.8","849.9","0","6","19.905","119.43","5","35","5","18.8","3.0740000000000003","15.280000000000001","0.7100000000000001","40","1","0","0.0","50.4","5"
"1329-VHWNP","Female","0","No","No","7","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","25.05","189.95","0","6","29.45833333333334","176.75000000000003","2","6","4","21.75","2.1825","19.75","0.5425","6","1","0","0.0","54.3","3"
"2984-MIIZL","Male","0","No","No","4","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","74.8","321.9","1","3","92.23000000000002","276.69000000000005","1","3","3","12.666666666666666","1.53","21.46666666666667","0.65","4","3","3","1.0","43.199999999999996","2"
"0266-GMEAO","Male","0","Yes","Yes","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","114.3","8058.55","0","6","131.57","789.42","11","66","10","17.8","2.7939999999999996","13.409999999999997","0.472","56","3","2","0.6666666666666666","47.76666666666667","68"
"5590-YRFJT","Female","0","Yes","No","20","No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","24.45","482.8","1","3","25.30666666666667","75.92","1","10","11","9.272727272727273","1.3654545454545455","13.390909090909092","0.5281818181818182","20","2","0","0.0","23.3","17"
"5574-NXZIU","Male","0","No","No","63","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","109.2","7049.75","0","5","108.84200000000001","544.21","15","37","3","19.666666666666668","2.5233333333333334","13.300000000000002","0.4266666666666667","35","3","2","0.6666666666666666","26.266666666666666","63"
"0019-GFNTW","Female","0","No","No","56","No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)","45.05","2560.1","0","6","50.10833333333334","300.65000000000003","1","46","3","23.0","2.3699999999999997","16.7","0.37333333333333335","31","5","3","0.6","44.36","51"
"4256-ZWTZI","Female","0","No","Yes","5","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","51.0","286.8","0","5","59.346000000000004","296.73","2","3","3","17.0","2.8966666666666665","17.566666666666666","0.9366666666666666","3","2","0","0.0","56.150000000000006","3"
"8309-PPCED","Female","0","Yes","No","72","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","110.45","7982.5","0","5","126.73800000000001","633.69","6","72","5","17.8","2.3880000000000003","19.52","0.792","69","1","0","0.0","12.7","44"
"4098-NAUKP","Male","1","Yes","Yes","68","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check","84.65","5683.6","0","4","91.5175","366.07","42","45","9","18.444444444444443","2.8800000000000003","13.399999999999999","0.62","54","1","0","0.0","36.7","17"
"5196-WPYOW","Male","0","Yes","Yes","67","Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","No","Mailed check","60.05","3994.05","0","4","69.06","276.24","3","44","10","18.1","2.8160000000000003","16.8","0.585","55","1","1","1.0","70.5","33"
"4608-LCIMN","Male","0","Yes","Yes","8","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","44.65","369.15","0","2","56.44","112.88","2","4","4","15.0","3.1049999999999995","16.75","0.6475","7","2","0","0.0","58.9","7"
"1485-YDHMM","Male","0","Yes","Yes","52","Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","93.25","4631.7","0","11","101.6590909090909","1118.25","6","47","3","19.0","2.4899999999999998","16.666666666666668","0.4566666666666667","38","4","1","0.25","44.625","43"
"4054-CUMIA","Female","0","Yes","Yes","18","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","20.25","401.95","0","5","23.008","115.03999999999999","2","17","3","18.333333333333332","2.9","21.900000000000002","0.71","5","2","1","0.5","39.7","10"
"0603-TPMIB","Female","0","Yes","Yes","59","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","25.45","1534.05","0","8","29.338749999999997","234.70999999999998","3","51","11","18.545454545454547","2.9536363636363636","14.20909090909091","0.5972727272727272","59","2","0","0.0","46.099999999999994","53"
"2525-GVKQU","Female","0","No","No","60","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","20.6","1093.0","0","4","20.89","83.56","6","45","9","21.11111111111111","2.8533333333333335","12.366666666666667","0.7088888888888888","57","3","0","0.0","42.06666666666667","22"
"8161-QYMTT","Male","0","No","No","7","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","94.1","701.3","0","6","108.81833333333333","652.91","1","7","7","14.714285714285714","2.6999999999999997","11.171428571428569","0.5742857142857144","7","1","0","0.0","45.6","3"
"9581-GVBXT","Male","0","Yes","Yes","59","No","No phone service","DSL","Yes","No","Yes","No","No","No","One year","No","Mailed check","34.8","1980.3","0","3","39.36333333333334","118.09","13","45","4","21.75","2.625","14.275","0.35","55","2","0","0.0","65.65","34"
"5862-BRIXZ","Male","0","No","No","46","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","60.75","2893.4","0","6","67.09666666666668","402.58000000000004","5","45","12","17.833333333333332","2.6225","12.966666666666667","0.5441666666666666","42","1","1","1.0","40.4","8"
"5404-GGUKR","Male","0","No","No","5","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","51.35","262.3","0","4","57.4975","229.99","1","5","3","16.333333333333332","2.54","11.1","0.41333333333333333","5","1","0","0.0","57.1","5"
"3308-JSGML","Male","1","Yes","No","59","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","64.05","3886.85","0","2","69.195","138.39","24","44","9","16.333333333333332","2.626666666666667","12.955555555555556","0.5722222222222223","59","2","0","0.0","38.45","36"
"2126-GSEGL","Female","0","Yes","No","70","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","84.8","5917.55","0","7","106.01285714285714","742.09","4","70","5","19.4","2.992","9.86","0.7160000000000001","46","1","0","0.0","68.6","54"
"3677-TNKIO","Female","0","No","No","14","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","71.0","914.0","1","3","66.35333333333334","199.06","3","8","8","9.875","0.9249999999999999","15.437500000000002","0.6587500000000001","13","2","0","0.0","39.75","7"
"0440-QEXBZ","Female","0","No","No","44","Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","50.15","2139.1","0","5","61.784000000000006","308.92","5","44","11","17.90909090909091","2.2036363636363636","14.727272727272725","0.5790909090909092","43","1","0","0.0","6.7","9"
"2434-EEVDB","Female","0","Yes","No","64","Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)","94.6","5948.7","0","2","116.69999999999999","233.39999999999998","34","42","8","18.25","2.58125","12.7","0.66375","35","1","0","0.0","45.7","5"
"6762-QVYJO","Female","0","Yes","Yes","58","No","No phone service","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Mailed check","59.75","3624.35","0","4","60.87","243.48","2","55","8","19.375","2.8087500000000003","13.100000000000001","0.71875","43","3","0","0.0","46.43333333333334","43"
"6199-IWKGC","Female","1","Yes","No","46","Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","No","Electronic check","100.25","4753.85","0","4","105.155","420.62","20","38","6","20.5","2.5516666666666663","13.116666666666667","0.61","39","2","0","0.0","34.75","40"
"2675-DHUTR","Male","1","Yes","No","58","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","98.9","5780.7","0","4","109.6125","438.45","3","55","8","18.0","2.4574999999999996","12.8875","0.6275000000000001","53","2","0","0.0","66.25","49"
"8152-VETUR","Female","0","Yes","No","72","Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","Yes","Credit card (automatic)","97.7","6869.7","0","7","105.16857142857141","736.1799999999998","3","57","9","19.77777777777778","2.537777777777778","13.544444444444444","0.6444444444444445","72","2","0","0.0","65.15","39"
"9667-EQRXU","Female","1","No","No","30","No","No phone service","DSL","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","40.3","1172.95","1","1","55.16","55.16","6","6","5","9.0","1.402","13.139999999999997","0.542","26","2","0","0.0","25.5","18"
"7446-YPODE","Male","1","No","No","11","Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","60.25","662.95","0","3","73.00666666666667","219.02","4","11","3","17.666666666666668","2.9766666666666666","20.266666666666666","0.5733333333333334","3","2","0","0.0","41.85","2"
"9522-BNTHX","Female","1","No","No","34","No","No phone service","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","56.25","1765.95","0","2","61.83","123.66","1","13","6","19.166666666666668","2.658333333333333","15.516666666666667","0.535","34","2","0","0.0","38.75","27"
"4676-WLUHT","Male","0","No","No","54","No","No phone service","DSL","Yes","Yes","No","No","No","Yes","Two year","No","Bank transfer (automatic)","46.2","2431.95","0","6","49.199999999999996","295.2","5","50","12","19.25","2.3525","14.233333333333334","0.5625","53","1","0","0.0","59.4","4"
"3329-WDIOK","Female","0","No","No","3","No","No phone service","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","50.6","155.35","1","3","49.99666666666667","149.99","3","3","3","10.333333333333334","1.2266666666666666","15.566666666666668","0.48666666666666664","3","4","2","0.5","30.125","3"
"7980-MHFLQ","Female","0","Yes","Yes","72","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","24.9","1859.2","0","6","27.096666666666664","162.57999999999998","15","55","10","18.2","2.6","14.84","0.522","68","2","0","0.0","14.35","63"
"2873-ZLIWT","Female","0","Yes","Yes","40","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check","84.85","3303.05","1","1","78.36","78.36","36","36","7","7.714285714285714","1.374285714285714","14.9","0.4128571428571428","40","4","1","0.25","53.050000000000004","33"
"3415-TAILE","Female","0","Yes","Yes","2","Yes","No","DSL","No","No","No","No","Yes","Yes","Month-to-month","No","Mailed check","65.7","134.35","1","2","72.415","144.83","1","1","2","7.5","0.885","9.5","0.5800000000000001","2","4","1","0.25","48.8","2"
"0757-WCUUZ","Male","0","Yes","Yes","54","Yes","Yes","DSL","No","No","Yes","No","No","Yes","Two year","No","Credit card (automatic)","63.35","3409.1","0","7","72.06714285714285","504.47","1","49","12","19.166666666666668","2.6908333333333334","17.125","0.5666666666666667","54","2","1","0.5","49.050000000000004","25"
"1629-DQQVB","Female","0","No","No","14","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","50.1","709.5","0","2","56.515","113.03","3","7","7","20.571428571428573","2.61","12.642857142857142","0.6728571428571428","14","1","0","0.0","29.2","9"
"1915-IOFGU","Female","0","No","No","1","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","70.5","70.5","1","3","76.32","228.95999999999998","1","1","1","4.0","1.48","24.7","0.34","1","3","1","0.3333333333333333","32.5","1"
"3045-XETSH","Female","0","No","No","10","Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check","94.85","953.45","1","1","88.24","88.24","1","1","7","6.428571428571429","1.272857142857143","13.5","0.5014285714285714","10","4","0","0.0","30.475","9"
"0374-AACSZ","Female","0","No","No","1","Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Electronic check","50.15","50.15","0","4","56.96000000000001","227.84000000000003","1","1","1","26.0","2.84","11.1","0.34","1","3","0","0.0","36.6","1"
"7239-HZZCX","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","19.75","19.75","1","1","21.1","21.1","1","1","1","12.0","1.78","24.6","0.75","1","0","0","0.0","0.0",
"4872-VXRIL","Male","0","No","No","56","Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)","64.65","3665.55","0","5","67.52799999999999","337.64","15","53","3","22.0","3.483333333333333","17.433333333333334","0.3933333333333333","56","2","2","1.0","33.5","52"
"9140-CZQZZ","Female","0","Yes","No","68","Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","79.6","5515.8","0","5","83.52000000000001","417.6","16","68","7","19.0","2.3414285714285716","14.4","0.40714285714285714","65","2","1","0.5","44.1","36"
"3423-HHXAO","Female","0","Yes","Yes","14","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","19.5","272.0","0","1","21.34","21.34","9","9","8","22.0","2.30375","16.7375","0.5275","11","2","0","0.0","31.15","10"
