customer_id,churn_flag,predicted_churn_proba,predicted_ltv,segment_id,tenure_months,monthly_charge,ticket_count,unresolved_ticket_count,avg_feature_usage_score,contract,paymentmethod
3886-CERTZ,1,0.9997132190168585,109.25,3,72,109.25,6,3,0.6066666666666666,One year,Electronic check
7995-ZHHNZ,0,0.00018170670502769455,308718.3,2,42,56.1,5,1,0.523,One year,Credit card (automatic)
3824-RHKVR,0,0.00014379018673786067,137013.5,0,17,19.7,2,0,0.6854545454545454,Month-to-month,Credit card (automatic)
5816-SCGFC,0,0.000195159391055805,262861.2,0,7,51.3,2,1,0.7057142857142856,Month-to-month,Mailed check
5989-AXPUC,0,0.000195159391055805,607706.4,2,68,118.6,1,0,0.5820000000000001,Two year,Mailed check
4979-HPRFL,0,0.00018170670502769455,132897.44999999998,0,56,24.15,3,0,0.7449999999999999,Two year,Bank transfer (automatic)
8590-OHDIW,0,0.000195159391055805,104017.2,0,38,20.3,1,0,0.6766666666666667,One year,Mailed check
8015-IHCGW,0,0.00014379018673786067,803302.5,1,72,115.5,1,0,0.7211111111111111,Two year,Electronic check
2332-TODQS,0,0.00022685966992171672,110420.40000000001,0,48,25.05,3,1,0.61,One year,Credit card (automatic)
9278-VZKCD,0,0.00014379018673786067,758790.5,1,52,109.1,2,0,0.5654545454545454,Month-to-month,Electronic check
8008-OTEZX,0,0.00014379018673786067,136665.75,0,35,19.65,1,0,0.6759999999999999,One year,Mailed check
2773-OVBPK,0,0.000195159391055805,570301.2,0,67,111.3,1,0,0.682,Two year,Bank transfer (automatic)
5999-LCXAO,0,0.0017229643809674596,17342.0,0,1,29.9,1,0,0.8,Month-to-month,Mailed check
5206-XZZQI,0,0.00014379018673786067,560573.0,2,53,80.6,2,1,0.7050000000000001,Month-to-month,Mailed check
4803-LBYPN,0,0.00014379018673786067,144664.0,0,34,20.8,2,1,0.51,Month-to-month,Mailed check
5759-RCVCB,1,0.9864156570754455,35.2,0,3,35.2,4,2,0.7333333333333334,Month-to-month,Credit card (automatic)
6372-RFVNS,1,0.9984886003279136,78.8,0,1,78.8,2,1,0.9,Month-to-month,Electronic check
2139-FQHLM,0,0.00018170670502769455,494994.85000000003,3,19,89.95,3,0,0.8127272727272726,Month-to-month,Mailed check
8261-GWDBQ,0,0.00025840600335068977,449113.5,0,60,116.05,4,3,0.446,Two year,Bank transfer (automatic)
1093-YSWCA,0,0.00014379018673786067,135970.25,0,11,19.55,1,0,0.5599999999999999,Two year,Credit card (automatic)
8938-UMKPI,1,0.9997842903719671,106.4,0,47,106.4,4,1,0.50625,Month-to-month,Electronic check
0991-BRRFB,1,0.999779557049278,49.4,0,18,49.4,3,2,0.6716666666666667,Month-to-month,Electronic check
3882-IYOIJ,0,0.00014379018673786067,801563.75,1,60,115.25,1,0,0.6172727272727272,Two year,Credit card (automatic)
8749-TZYEC,0,0.00014379018673786067,172484.0,0,72,24.8,1,0,0.665,Two year,Credit card (automatic)
1755-FZQEC,0,0.00014379018673786067,138404.5,0,39,19.9,2,0,0.522,One year,Mailed check
3115-JPJDD,0,0.00018170670502769455,447118.75,2,59,81.25,4,0,0.6012500000000001,One year,Credit card (automatic)
5600-KTXFM,0,0.0007697461765053747,90865.05,2,2,69.95,0,0,0.6699999999999999,Month-to-month,Mailed check
3871-IKPYH,1,0.999642279063512,69.1,2,1,69.1,8,2,0.72,Month-to-month,Electronic check
6319-IEJWJ,1,0.9988268940650389,90.2,2,20,90.2,2,1,0.6527272727272727,Month-to-month,Electronic check
9025-AOMKI,1,0.9989329512057057,93.55,2,6,93.55,2,1,0.635,Month-to-month,Bank transfer (automatic)
6339-TBELP,0,0.00018170670502769455,475459.2,1,71,86.4,4,0,0.4133333333333334,Two year,Credit card (automatic)
7964-YESJC,0,0.00014379018673786067,461116.5,2,24,66.3,1,0,0.5309090909090909,Month-to-month,Mailed check
6173-GOLSU,0,0.00014379018673786067,658290.75,1,67,94.65,2,0,0.49375,Month-to-month,Credit card (automatic)
5275-SQEIZ,1,0.9975895144821406,80.85,3,1,80.85,2,0,0.25,Month-to-month,Mailed check
7716-YTYHG,1,0.9997132190168585,82.05,2,48,82.05,3,0,0.56375,One year,Mailed check
9938-ZREHM,0,0.00014379018673786067,501455.49999999994,2,37,72.1,2,1,0.595,One year,Mailed check
7950-XWOVN,0,0.000195159391055805,177802.80000000002,0,11,34.7,1,0,0.4836363636363636,Month-to-month,Mailed check
4390-KYULV,1,0.9996405360956616,20.55,0,3,20.55,4,2,0.4333333333333333,Month-to-month,Credit card (automatic)
4647-MUZON,0,0.00014379018673786067,667332.25,3,18,95.95,1,0,0.6971428571428573,Month-to-month,Credit card (automatic)
9702-AIUJO,0,0.00014379018673786067,311584.0,0,50,44.8,2,0,0.528,One year,Bank transfer (automatic)
8849-PRIQJ,0,0.00014379018673786067,760877.0,3,67,109.4,2,0,0.3699999999999999,One year,Electronic check
8851-RAGOV,0,0.00014379018673786067,494152.75,2,25,71.05,2,0,0.6875,Month-to-month,Mailed check
1304-NECVQ,1,0.999145528548363,78.55,2,2,78.55,3,1,0.48,Month-to-month,Electronic check
5396-IZEPB,0,0.00018170670502769455,108409.09999999999,0,9,19.7,3,2,0.8433333333333333,Month-to-month,Credit card (automatic)
1729-VLAZJ,0,0.00018170670502769455,221495.75,2,10,40.25,4,1,0.7585714285714286,One year,Mailed check
8285-ABVLB,0,0.00018170670502769455,109234.55,0,70,19.85,4,0,0.6000000000000001,Two year,Credit card (automatic)
0701-TJSEF,0,0.00022685966992171672,300846.0,0,9,68.25,4,0,0.53,Month-to-month,Bank transfer (automatic)
5712-VBOXD,0,0.0001590413850964966,126703.2,0,4,20.15,2,1,0.6525000000000001,Month-to-month,Credit card (automatic)
6629-LADHQ,0,0.0019125054395312195,26646.850000000002,2,2,50.95,2,0,0.21,Month-to-month,Mailed check
8945-GRKHX,1,0.9997645061748827,78.65,0,1,78.65,3,1,0.6,Month-to-month,Electronic check
1559-DTODC,0,0.0003170457816435529,79323.09999999999,0,19,25.15,3,1,0.6477777777777778,Month-to-month,Bank transfer (automatic)
4797-MIWUM,0,0.00014379018673786067,140838.75,0,7,20.25,2,0,0.4933333333333333,Month-to-month,Bank transfer (automatic)
6959-UWKHF,1,0.999867274255108,42.9,0,1,42.9,3,1,0.3,Month-to-month,Electronic check
8720-RQSBJ,0,0.0015913982869342432,27632.0,0,1,44.0,1,0,0.29,Month-to-month,Electronic check
4537-CIBHB,0,0.0001247263119041883,162364.5,0,9,20.25,2,0,0.6077777777777778,One year,Mailed check
3815-SLMEF,1,0.998740375199972,34.25,0,3,34.25,2,1,0.5599999999999999,Month-to-month,Mailed check
5154-VEKBL,1,0.9997132190168585,58.5,2,9,58.5,4,3,0.6299999999999999,Month-to-month,Mailed check
4324-AHJKS,0,0.00014379018673786067,388089.0,2,5,55.8,1,1,0.5974999999999999,Month-to-month,Credit card (automatic)
4355-CVPVS,0,0.00014379018673786067,618299.5,3,56,88.9,1,0,0.6433333333333333,One year,Bank transfer (automatic)
4495-LHSSK,0,0.00014379018673786067,400955.75,0,18,57.65,1,0,0.6208333333333332,Month-to-month,Mailed check
5655-JSMZM,1,0.999779557049278,96.2,0,49,96.2,8,2,0.7649999999999999,Month-to-month,Electronic check
5915-ANOEI,0,0.00014379018673786067,550488.25,3,70,79.15,2,0,0.5814285714285713,Two year,Mailed check
9861-PDSZP,0,0.00014379018673786067,751487.75,3,72,108.05,1,0,0.61,Two year,Credit card (automatic)
4505-EXZHB,1,0.9994348862350328,74.4,3,6,74.4,4,3,0.4599999999999999,Month-to-month,Electronic check
7225-CBZPL,0,0.00018170670502769455,521684.39999999997,1,17,94.8,3,1,0.8366666666666666,Month-to-month,Electronic check
6704-UTUKK,0,0.00014379018673786067,319234.5,2,29,45.9,2,0,0.666,Month-to-month,Electronic check
4587-VVTOX,1,0.9997628302629658,105.3,2,6,105.3,6,2,0.72,Month-to-month,Electronic check
2019-HDCZY,0,0.00014379018673786067,713583.0,2,63,102.6,1,0,0.56375,Two year,Electronic check
4652-NNHNY,1,0.9997842903719671,73.85,0,16,73.85,4,2,0.6188888888888889,Month-to-month,Bank transfer (automatic)
8788-DOXSU,0,0.0001247263119041883,491904.3,3,59,61.35,2,0,0.69,One year,Bank transfer (automatic)
7404-JLKQG,0,0.00014379018673786067,400260.25,3,3,57.55,1,0,0.5299999999999999,Month-to-month,Electronic check
7421-ZLUPA,0,0.00014379018673786067,203433.75,0,8,29.25,1,0,0.5471428571428573,Month-to-month,Mailed check
8972-HJWNV,1,0.9997628302629658,84.55,0,7,84.55,3,2,0.6399999999999999,Month-to-month,Electronic check
3274-NSDWE,0,0.00014379018673786067,136318.0,0,68,19.6,2,0,0.6711111111111112,Two year,Credit card (automatic)
2632-IVXVF,0,0.00018170670502769455,614960.25,3,68,111.75,3,1,0.538,Two year,Credit card (automatic)
3692-JHONH,0,0.00014379018673786067,740707.5,3,52,106.5,1,0,0.5599999999999999,One year,Electronic check
8915-NNTRC,0,0.00014379018673786067,749053.5,3,72,107.7,1,1,0.5677777777777777,Two year,Credit card (automatic)
5914-GXMDA,0,0.0001247263119041883,154747.4,2,32,19.3,2,1,0.6472727272727273,One year,Mailed check
7463-IFMQU,0,0.00014379018673786067,139447.75,0,72,20.05,1,1,0.5916666666666667,Two year,Bank transfer (automatic)
2920-RNCEZ,0,0.0008702208090710853,80372.55,2,1,69.95,0,0,0.55,Month-to-month,Credit card (automatic)
2541-YGPKE,0,0.00014379018673786067,443033.5,3,42,63.7,2,1,0.6083333333333333,One year,Credit card (automatic)
8515-OCTJS,1,0.9994348862350328,24.75,0,25,24.75,4,0,0.54,Two year,Credit card (automatic)
5382-TEMLV,0,0.00018170670502769455,280102.7,0,45,50.9,3,0,0.5683333333333334,Month-to-month,Bank transfer (automatic)
3441-CGZJH,0,0.00014379018673786067,420082.0,2,43,60.4,2,0,0.6766666666666667,One year,Credit card (automatic)
9592-ERDKV,0,0.00014379018673786067,551183.75,2,37,79.25,1,0,0.6725,One year,Mailed check
2860-RANUS,1,0.9997132190168585,85.8,2,20,85.8,3,0,0.518,Month-to-month,Credit card (automatic)
5261-QSHQM,1,0.999779557049278,24.45,0,4,24.45,5,1,0.7399999999999999,Month-to-month,Electronic check
4778-IZARL,0,0.00014379018673786067,765745.5,3,63,110.1,2,1,0.6174999999999999,Two year,Credit card (automatic)
0432-CAJZV,0,0.00014379018673786067,630818.5,2,3,90.7,2,1,0.6533333333333333,Month-to-month,Mailed check
7008-LZVOZ,0,0.000195159391055805,129637.2,0,66,25.3,1,0,0.5855555555555555,Two year,Credit card (automatic)
8868-WOZGU,1,0.9976577797919731,105.7,3,28,105.7,3,2,0.8140000000000001,Month-to-month,Electronic check
1200-TUZHR,0,0.00014379018673786067,592566.0,1,8,85.2,2,0,0.61375,Month-to-month,Electronic check
9365-CSLBQ,0,0.000195159391055805,124769.40000000001,0,71,24.35,1,0,0.635,Two year,Mailed check
1334-FJSVR,1,0.9989673278476421,24.25,0,1,24.25,2,0,0.51,Month-to-month,Electronic check
5884-FBCTL,0,0.00014379018673786067,174570.5,0,72,25.1,2,1,0.605,Two year,Bank transfer (automatic)
7130-CTCUS,0,0.00014379018673786067,379395.25,2,16,54.55,2,0,0.6071428571428571,Month-to-month,Bank transfer (automatic)
6242-FEGFD,0,0.00018170670502769455,531589.7999999999,2,66,96.6,3,1,0.5757142857142858,Two year,Mailed check
7625-XCQRH,1,0.9997842903719671,76.5,0,11,76.5,4,2,0.5766666666666667,Month-to-month,Electronic check
6194-HBGQN,0,0.00014379018673786067,564398.25,2,51,81.15,1,0,0.381111111111111,One year,Credit card (automatic)
7634-WSWDB,0,0.00014379018673786067,267767.5,2,8,38.5,1,0,0.618,Month-to-month,Electronic check
6986-IXNDM,0,0.00014379018673786067,646119.5,3,14,92.9,1,1,0.63,Month-to-month,Electronic check
1731-TVIUK,1,0.9996846905260334,93.5,2,4,93.5,5,1,0.66,Month-to-month,Electronic check
2987-BJXIK,0,0.00014379018673786067,589088.5,2,70,84.7,2,0,0.6489999999999999,Two year,Mailed check
9769-TSBZE,0,0.00014379018673786067,459030.0,2,70,66.0,1,0,0.3666666666666667,Two year,Electronic check
0406-BPDVR,1,0.9997995039522727,101.5,0,54,101.5,7,4,0.6372727272727273,One year,Credit card (automatic)
0618-XWMSS,1,0.9997402117007012,74.9,2,28,74.9,6,3,0.6566666666666667,Month-to-month,Bank transfer (automatic)
1395-WSWXR,0,0.000195159391055805,106323.0,0,24,20.75,2,0,0.6460000000000001,Two year,Mailed check
6023-GSSXW,0,0.0001247263119041883,492706.10000000003,2,69,61.45,1,0,0.5429999999999999,Two year,Credit card (automatic)
6752-APNJL,0,0.0001247263119041883,436981.0,2,42,54.5,2,0,0.7220000000000001,Month-to-month,Mailed check
5276-KQWHG,1,0.9989329512057057,69.6,2,2,69.6,2,1,0.53,Month-to-month,Electronic check
0420-HLGXF,0,0.00014379018673786067,693761.25,3,39,99.75,1,0,0.6583333333333333,Month-to-month,Electronic check
7446-KQISO,0,0.00014379018673786067,763311.25,3,45,109.75,1,0,0.59,Two year,Bank transfer (automatic)
9823-EALYC,0,0.00014379018673786067,562311.75,3,72,80.85,1,0,0.633,Two year,Bank transfer (automatic)
0582-AVCLN,0,0.00014379018673786067,141186.5,2,38,20.3,1,1,0.5766666666666668,Two year,Mailed check
5803-NQJZO,0,0.000195159391055805,347407.2,0,72,67.8,1,0,0.6575,Two year,Bank transfer (automatic)
2565-JSLRY,1,0.9997905144388304,24.05,0,1,24.05,3,1,0.65,Month-to-month,Mailed check
2607-DHDAK,0,0.00014379018673786067,137709.0,0,72,19.8,2,0,0.518,Two year,Credit card (automatic)
1073-XXCZD,0,0.0003066145612848911,83807.7,0,55,25.7,1,0,0.5499999999999999,Two year,Bank transfer (automatic)
0743-HRVFF,0,0.00014379018673786067,390523.25,2,51,56.15,1,0,0.55375,One year,Electronic check
4006-HKYHO,0,0.0001247263119041883,695160.6,3,63,86.7,2,0,0.645,Two year,Bank transfer (automatic)
3727-JEZTU,0,0.0007228439299694782,28213.199999999997,0,1,20.4,1,1,0.83,Month-to-month,Mailed check
8143-ETQTI,0,0.00014379018673786067,136665.75,0,23,19.65,1,0,0.576,Two year,Mailed check
6689-KXGBO,1,0.9973920046276021,50.55,0,1,50.55,0,0,0.44,Month-to-month,Electronic check
9667-TKTVZ,0,0.00014379018673786067,378004.25,0,2,54.35,0,0,0.595,Month-to-month,Mailed check
3657-COGMW,0,0.00018170670502769455,594874.2999999999,2,52,108.1,4,1,0.5833333333333334,Month-to-month,Credit card (automatic)
8570-KLJYJ,0,0.00014379018673786067,378699.75,3,36,54.45,2,1,0.584,One year,Mailed check
7754-IXRMC,0,0.00019146856176194727,236863.05000000002,2,1,45.35,2,0,0.59,Month-to-month,Mailed check
9473-CBZOP,0,0.00014379018673786067,410345.0,2,28,59.0,2,0,0.620909090909091,One year,Mailed check
2969-WGHQO,0,0.00014379018673786067,483024.75,2,7,69.45,2,0,0.5399999999999999,One year,Electronic check
6615-NGGZJ,1,0.9997842903719671,100.55,2,14,100.55,3,3,0.6011111111111112,Month-to-month,Electronic check
4334-HOWRP,0,0.00018170670502769455,357419.85000000003,2,72,64.95,4,0,0.5566666666666668,Two year,Credit card (automatic)
4255-DDUOU,1,0.9971166069110486,20.5,0,1,20.5,2,0,0.42,Month-to-month,Mailed check
5863-OOKCL,0,0.00014379018673786067,131101.75,0,10,18.85,2,0,0.6033333333333333,Month-to-month,Mailed check
1686-STUHN,0,0.00014379018673786067,137709.0,0,42,19.8,1,0,0.7100000000000001,One year,Bank transfer (automatic)
1329-VHWNP,0,0.00014379018673786067,174222.75,0,7,25.05,1,0,0.5425,Month-to-month,Bank transfer (automatic)
2984-MIIZL,1,0.9982058021796557,74.8,2,4,74.8,3,3,0.65,Month-to-month,Bank transfer (automatic)
0266-GMEAO,0,0.00018170670502769455,628992.9,1,72,114.3,3,2,0.472,Two year,Credit card (automatic)
5590-YRFJT,1,0.9989329512057057,24.45,0,20,24.45,2,0,0.5281818181818182,Month-to-month,Electronic check
5574-NXZIU,0,0.00018170670502769455,600927.6,3,63,109.2,3,2,0.4266666666666667,Two year,Credit card (automatic)
0019-GFNTW,0,0.00020697552072358876,217636.55,2,56,45.05,5,3,0.3733333333333333,Two year,Bank transfer (automatic)
4256-ZWTZI,0,0.00011888623629273581,428961.0,2,5,51.0,2,0,0.9366666666666666,Month-to-month,Mailed check
8309-PPCED,0,0.00014379018673786067,768179.75,3,72,110.45,1,0,0.792,Two year,Bank transfer (automatic)
4098-NAUKP,0,0.00014379018673786067,588740.75,2,68,84.65,1,0,0.62,Month-to-month,Electronic check
5196-WPYOW,0,0.00014379018673786067,417647.75,2,67,60.05,1,1,0.585,One year,Mailed check
4608-LCIMN,0,0.000195159391055805,228786.6,0,8,44.65,2,0,0.6475,Month-to-month,Bank transfer (automatic)
1485-YDHMM,0,0.00018170670502769455,513154.75,1,52,93.25,4,1,0.4566666666666667,Month-to-month,Bank transfer (automatic)
4054-CUMIA,0,0.0001597734284349534,126744.75,0,18,20.25,2,1,0.71,Month-to-month,Mailed check
0603-TPMIB,0,0.00014379018673786067,177004.75,2,59,25.45,2,0,0.5972727272727272,Two year,Mailed check
2525-GVKQU,0,0.00018170670502769455,113361.8,0,60,20.6,3,0,0.7088888888888888,Two year,Mailed check
8161-QYMTT,0,0.0001247263119041883,754493.7999999999,3,7,94.1,1,0,0.5742857142857144,Month-to-month,Electronic check
9581-GVBXT,0,0.00014379018673786067,242033.99999999997,0,59,34.8,2,0,0.35,One year,Mailed check
5862-BRIXZ,0,0.00014379018673786067,422516.25,2,46,60.75,1,1,0.5441666666666666,Two year,Bank transfer (automatic)
5404-GGUKR,0,0.0001247263119041883,411724.3,2,5,51.35,1,0,0.4133333333333333,Month-to-month,Electronic check
3308-JSGML,0,0.000195159391055805,328192.2,0,59,64.05,2,0,0.5722222222222223,Two year,Credit card (automatic)
2126-GSEGL,0,0.0001247263119041883,679926.4,1,70,84.8,1,0,0.7160000000000001,Two year,Bank transfer (automatic)
3677-TNKIO,1,0.9988268940650389,71.0,2,14,71.0,2,0,0.6587500000000001,Month-to-month,Credit card (automatic)
0440-QEXBZ,0,0.00014379018673786067,348793.25,2,44,50.15,1,0,0.5790909090909092,Month-to-month,Mailed check
2434-EEVDB,0,0.000195159391055805,484730.39999999997,2,64,94.6,1,0,0.66375,Two year,Credit card (automatic)
6762-QVYJO,0,0.00018170670502769455,328804.25,2,58,59.75,3,0,0.71875,Two year,Mailed check
6199-IWKGC,0,0.00014379018673786067,697238.75,3,46,100.25,2,0,0.61,One year,Electronic check
2675-DHUTR,0,0.00014379018673786067,687849.5,3,58,98.9,2,0,0.6275000000000001,Month-to-month,Electronic check
8152-VETUR,0,0.00014379018673786067,679503.5,1,72,97.7,2,0,0.6444444444444445,Two year,Credit card (automatic)
9667-EQRXU,1,0.9993679246464245,40.3,0,30,40.3,2,0,0.542,Month-to-month,Electronic check
7446-YPODE,0,0.00014379018673786067,419038.75,2,11,60.25,2,0,0.5733333333333334,Month-to-month,Bank transfer (automatic)
9522-BNTHX,0,0.000195159391055805,288225.0,0,34,56.25,2,0,0.535,Month-to-month,Electronic check
4676-WLUHT,0,0.00014379018673786067,321321.0,2,54,46.2,1,0,0.5625,Two year,Bank transfer (automatic)
3329-WDIOK,1,0.998918397260209,50.6,0,3,50.6,4,2,0.4866666666666666,Month-to-month,Electronic check
7980-MHFLQ,0,0.00014379018673786067,173179.5,0,72,24.9,2,0,0.522,Two year,Mailed check
2873-ZLIWT,1,0.9997842903719671,84.85,0,40,84.85,4,1,0.4128571428571428,Month-to-month,Electronic check
3415-TAILE,1,0.9997874662518792,65.7,0,2,65.7,4,1,0.5800000000000001,Month-to-month,Mailed check
0757-WCUUZ,0,0.00014379018673786067,440599.25,3,54,63.35,2,1,0.5666666666666667,Two year,Credit card (automatic)
1629-DQQVB,0,0.000195159391055805,256712.4,0,14,50.1,1,0,0.6728571428571428,Month-to-month,Bank transfer (automatic)
1915-IOFGU,1,0.9998374199367631,70.5,2,1,70.5,3,1,0.34,Month-to-month,Electronic check
3045-XETSH,1,0.9997842903719671,94.85,0,10,94.85,4,0,0.5014285714285714,Month-to-month,Electronic check
0374-AACSZ,0,0.00039745597028195673,126177.4,2,1,50.15,3,0,0.34,Month-to-month,Electronic check
7239-HZZCX,1,0.9297001721863936,19.75,0,1,19.75,0,0,0.75,Month-to-month,Mailed check
4872-VXRIL,0,0.00014379018673786067,449640.75000000006,2,56,64.65,2,2,0.3933333333333333,One year,Bank transfer (automatic)
9140-CZQZZ,0,0.00014379018673786067,553618.0,3,68,79.6,2,1,0.4071428571428571,Two year,Bank transfer (automatic)
3423-HHXAO,0,0.0003066145612848911,63589.5,0,14,19.5,2,0,0.5275,One year,Mailed check
9938-TKDGL,0,0.00014379018673786067,692370.25,3,68,99.55,1,0,0.73875,Two year,Electronic check
0531-ZZJWQ,0,0.00018170670502769455,407222.0,3,55,74.0,3,0,0.58375,Month-to-month,Electronic check
6537-QLGEX,0,0.0006867146061175078,56638.4,0,16,38.9,1,1,0.5325,Month-to-month,Electronic check
2688-BHGOG,0,0.0001247263119041883,637831.9,3,9,79.55,1,0,0.5866666666666667,Month-to-month,Electronic check
7683-CBDKJ,1,0.9994348862350328,65.45,2,14,65.45,4,2,0.5436363636363636,Month-to-month,Electronic check
0946-CLJTI,1,0.999779557049278,98.7,0,58,98.7,4,1,0.6699999999999999,Month-to-month,Electronic check
3160-TYXLT,0,0.00014379018673786067,322016.5,3,53,46.3,2,0,0.4933333333333334,Month-to-month,Bank transfer (automatic)
1325-USMEC,0,0.0001470569740299901,675580.0,2,70,99.35,3,0,0.7299999999999999,Two year,Credit card (automatic)
0916-QOFDP,0,0.00014379018673786067,666289.0,2,14,95.8,2,0,0.616,Month-to-month,Electronic check
0628-CNQRM,1,0.9996846905260334,67.5,2,22,67.5,4,1,0.7,One year,Bank transfer (automatic)
5606-AMZBO,0,0.000195159391055805,400440.60000000003,0,10,78.15,2,0,0.7250000000000001,Month-to-month,Credit card (automatic)
6199-IPCAO,0,0.00014379018673786067,181525.5,0,29,26.1,2,0,0.5816666666666667,Two year,Mailed check
7665-TOALD,1,0.5789963427207196,139.2,0,1,69.6,2,1,0.64,Month-to-month,Electronic check
0112-QWPNC,1,0.9997842903719671,84.35,0,49,84.35,8,2,0.582,One year,Electronic check
0324-BRPCJ,1,0.9997842903719671,100.2,2,68,100.2,3,2,0.5883333333333333,Month-to-month,Electronic check
2777-PHDEI,1,0.9995687592452911,78.05,0,1,78.05,7,1,0.95,Month-to-month,Electronic check
5640-CAXOA,0,0.00014379018673786067,280634.25,2,30,40.35,1,0,0.60875,One year,Credit card (automatic)
2235-EZAIK,0,0.000195159391055805,405820.8,0,72,79.2,2,1,0.4912499999999999,Two year,Credit card (automatic)
3847-BAERP,0,0.00014379018673786067,145359.5,0,10,20.9,1,0,0.551111111111111,Month-to-month,Mailed check
1196-AMORA,1,0.9997628302629658,73.6,0,7,73.6,3,1,0.7633333333333333,Month-to-month,Electronic check
4282-YMKNA,1,0.998918397260209,74.75,2,9,74.75,3,0,0.44,Month-to-month,Electronic check
1453-RZFON,0,0.0004757481127117815,104889.8,0,1,49.9,2,1,0.81,Month-to-month,Mailed check
8263-OKETD,0,0.00014379018673786067,479199.50000000006,3,20,68.9,1,0,0.6062500000000001,Month-to-month,Credit card (automatic)
0670-KDOMA,0,0.0002472269095536392,81911.25,0,1,20.25,1,0,0.47,Month-to-month,Mailed check
2476-YGEFM,0,0.00014379018673786067,528580.0,2,29,76.0,1,0,0.55,Month-to-month,Credit card (automatic)
8687-BAFGU,0,0.0001317871337704276,561512.0,3,1,74.0,0,0,0.24,Month-to-month,Electronic check
0641-EVBOJ,0,0.00014379018673786067,572396.5,2,3,82.3,1,1,0.4566666666666667,Month-to-month,Mailed check
0829-XXPLX,0,0.00014379018673786067,621777.0,3,20,89.4,1,0,0.525,Month-to-month,Bank transfer (automatic)
9974-JFBHQ,0,0.00014379018673786067,689588.25,3,64,99.15,1,0,0.4750000000000001,Month-to-month,Credit card (automatic)
5356-RHIPP,1,0.9997877522015105,20.2,0,1,20.2,4,1,0.32,Month-to-month,Mailed check
6624-JDRDS,0,0.0009726527195361026,30274.6,0,6,29.45,1,0,0.7025,Month-to-month,Bank transfer (automatic)
0608-JDVEC,0,0.0014704874228128756,13464.0,0,50,19.8,4,2,0.6766666666666666,Two year,Electronic check
9780-FKVVF,0,0.000195159391055805,303084.6,0,6,59.15,2,0,0.496,Month-to-month,Bank transfer (automatic)
1919-RTPQD,0,0.00014379018673786067,311236.25,2,7,44.75,2,1,0.4466666666666667,Month-to-month,Electronic check
5214-NLTIT,0,0.000195159391055805,465259.2,2,72,90.8,1,1,0.5880000000000001,Two year,Credit card (automatic)
3345-PBBFH,0,0.00014379018673786067,344620.25,2,8,49.55,1,0,0.554,Month-to-month,Bank transfer (automatic)
5055-BRMNE,0,0.00014379018673786067,742098.5,1,67,106.7,1,0,0.5475,Two year,Credit card (automatic)
9189-JWSHV,1,0.9997842903719671,93.55,0,24,93.55,4,1,0.6083333333333334,Month-to-month,Electronic check
2190-PHBHR,0,0.00014379018673786067,656899.75,3,72,94.45,2,1,0.645,Two year,Credit card (automatic)
2650-GYRYL,0,0.00014379018673786067,135274.75,2,33,19.45,2,0,0.5490909090909092,One year,Bank transfer (automatic)
0746-JTRFU,1,0.9991419752895464,25.05,0,2,25.05,3,0,0.49,Month-to-month,Electronic check
5208-FVQKB,0,0.00014379018673786067,472592.25,3,70,67.95,1,0,0.5972727272727272,Two year,Mailed check
7184-LRUUR,0,0.00018170670502769455,359070.75,2,22,65.25,3,0,0.56125,One year,Bank transfer (automatic)
6627-CFOSN,0,0.00022685966992171672,438375.60000000003,2,59,99.45,4,1,0.52125,Month-to-month,Bank transfer (automatic)
3982-JGSFD,0,0.000195159391055805,104273.40000000001,0,36,20.35,2,0,0.509090909090909,One year,Credit card (automatic)
1574-DYCWE,0,0.00014379018673786067,138752.25,0,51,19.95,2,1,0.73,Two year,Mailed check
7247-XOZPB,0,0.00014379018673786067,538317.0,2,53,77.4,2,1,0.5766666666666667,One year,Bank transfer (automatic)
2466-FCCPT,0,0.00014379018673786067,137013.5,0,20,19.7,2,0,0.626,One year,Bank transfer (automatic)
6211-WWLTF,0,0.00018170670502769455,548649.1,1,63,99.7,4,0,0.6558333333333334,Two year,Credit card (automatic)
4826-TZEVA,0,0.00014379018673786067,520234.0,3,40,74.8,1,0,0.6191666666666666,Month-to-month,Credit card (automatic)
6016-NXBNJ,0,0.0003170457816435529,60399.1,0,35,19.15,3,1,0.7711111111111111,One year,Mailed check
9138-EFSMO,0,0.00014379018673786067,549097.25,3,26,78.95,1,0,0.5980000000000001,One year,Bank transfer (automatic)
0576-WNXXC,1,0.9963172098519409,95.55,3,27,95.55,6,3,0.6533333333333333,Month-to-month,Electronic check
4632-XJMEX,0,0.00018170670502769455,345863.55,2,53,62.85,3,0,0.3929999999999999,One year,Credit card (automatic)
8910-LEDAG,0,0.00014379018673786067,497630.25,2,34,71.55,1,1,0.7400000000000001,Month-to-month,Credit card (automatic)
3452-GWUIN,0,0.00014379018673786067,660377.25,2,19,94.95,2,0,0.5145454545454545,Month-to-month,Electronic check
2716-GFZOR,0,0.00018170670502769455,473808.3,2,43,86.1,5,1,0.4863636363636363,Month-to-month,Credit card (automatic)
3724-UCSHY,0,0.00018170670502769455,107583.65000000001,0,6,19.55,3,1,0.6225,Month-to-month,Mailed check
8626-XHBIE,0,0.00014379018673786067,172484.0,0,56,24.8,2,2,0.4841666666666667,Two year,Mailed check
